"catalog_number","pollinator_family","pollinator_genus","pollinator_species","pollinator_sex","plant_sp_code","plant_species","collection_method","pantrap_colour","collector_number","day_collected","month_collected","year_collected","time_of_day_collected","location_description","location_name","habitat","latitude","longitude","basis_of_record","location_specimen","study_director","study"
"BBSL701324","Halictidae","Agapostemon","texanus","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701325","Chrysididae","Chrysura",NA,NA,NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701326","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701328","Sphecidae","Trypoxylon",NA,"F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701329","Crabronidae","Tachysphex",NA,"F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701330","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","RBCM","Elle","GO_PT_2005"
"BBSL701331","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701332","Crabronidae","Tachysphex",NA,"F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701333","Apidae","Ceratina","acantha","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701334","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701335","Apidae","Ceratina","acantha","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701336","Apidae","Ceratina","acantha","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701337","Apidae","Ceratina","acantha","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701338","Crabronidae","Tachysphex",NA,"F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701339","Vespidae","Stenodynerus",NA,"F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701340","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","GIBBS","Elle","GO_PT_2005"
"BBSL701341","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701342","Apidae","Ceratina","acantha","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701343","Apidae","Ceratina","acantha","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701344","Crabronidae","Tachysphex",NA,"F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701345","Chrysididae","Chrysis",NA,NA,NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701346","Halictidae","Lasioglossum","sp. 5","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701347","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","GIBBS","Elle","GO_PT_2005"
"BBSL701348","Apidae","Ceratina","acantha","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701349","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","GIBBS","Elle","GO_PT_2005"
"BBSL701350","Crabronidae","Tachysphex",NA,"F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701351","Halictidae","Lasioglossum","knereri","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701352","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701353","Chrysididae","Chrysura",NA,NA,NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701354","Andrenidae","Andrena","saccata","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701355","Megachilidae","Coelioxys","rufitarsis","M",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","YORK","Elle","GO_PT_2005"
"BBSL701356","Apidae","Bombus","mixtus","F",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701357","Megachilidae","Stelis","""albosignata""","M",NA,NA,"Pantrap, white","white",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701358","Megachilidae","Osmia","odontogaster","F",NA,NA,"Pantrap, blue","blue",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","GIBBS","Elle","GO_PT_2005"
"BBSL701359","Megachilidae","Osmia","odontogaster","F",NA,NA,"Pantrap, blue","blue",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","GIBBS","Elle","GO_PT_2005"
"BBSL701360","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, blue","blue",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701361","Apidae","Bombus","californicus","F",NA,NA,"Pantrap, blue","blue",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701362","Megachilidae","Osmia","odontogaster","F",NA,NA,"Pantrap, blue","blue",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","BBSL","Elle","GO_PT_2005"
"BBSL701363","Halictidae","Agapostemon","texanus","F",NA,NA,"Pantrap, blue","blue",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701364","Halictidae","Lasioglossum","knereri","F",NA,NA,"Pantrap, blue","blue",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701365","Vespidae","Ancistrocerus","sp.","F",NA,NA,"Pantrap, blue","blue",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701366","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, blue","blue",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701367","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, blue","blue",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701368","Apidae","Bombus","bifarius","F",NA,NA,"Pantrap, blue","blue",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701369","Halictidae","Agapostemon","texanus","F",NA,NA,"Pantrap, blue","blue",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701370","Halictidae","Agapostemon","texanus","F",NA,NA,"Pantrap, blue","blue",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701371","Halictidae","Agapostemon","texanus","F",NA,NA,"Pantrap, blue","blue",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","BBSL","Elle","GO_PT_2005"
"BBSL701372","Apidae","Ceratina","acantha","F",NA,NA,"Pantrap, blue","blue",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701373","Halictidae","Lasioglossum","knereri","F",NA,NA,"Pantrap, blue","blue",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701374","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, blue","blue",7,30,"May",2005,"2:54:22 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","GIBBS","Elle","GO_PT_2005"
"BBSL700992","Andrenidae","Andrena","candida","M",NA,NA,"Pantrap, white","white",7,24,"Mar",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL700993","Andrenidae","Andrena","candida","M",NA,NA,"Pantrap, white","white",7,24,"Mar",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL700994","Halictidae","Agapostemon","texanus","F",NA,NA,"Pantrap, white","white",7,24,"Mar",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL700995","Halictidae","Lasioglossum","pacificum","F",NA,NA,"Pantrap, white","white",7,24,"Mar",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL700996","Halictidae","Lasioglossum","sp. 1","F",NA,NA,"Pantrap, white","white",7,24,"Mar",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL700997","Halictidae","Lasioglossum","sp. 1","F",NA,NA,"Pantrap, white","white",7,24,"Mar",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL700998","Andrenidae","Andrena","vicinoides","M",NA,NA,"Pantrap, white","white",7,24,"Mar",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL700999","Andrenidae","Andrena","sp. A","M",NA,NA,"Pantrap, white","white",7,24,"Mar",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701000","Andrenidae","Andrena","nigrocaerulea","F",NA,NA,"Pantrap, white","white",7,24,"Mar",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701002","Apidae","Bombus","mixtus","F",NA,NA,"Pantrap, blue","blue",7,24,"Mar",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701003","Halictidae","Lasioglossum","nevadense","F",NA,NA,"Pantrap, blue","blue",7,24,"Mar",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701004","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, blue","blue",7,24,"Mar",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701005","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, blue","blue",7,24,"Mar",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701006","Halictidae","Agapostemon","texanus","F",NA,NA,"Pantrap, blue","blue",7,24,"Mar",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701007","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, yellow","yellow",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701008","Andrenidae","Andrena","prunorum","F",NA,NA,"Pantrap, yellow","yellow",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701009","Megachilidae","Osmia","lignaria","M",NA,NA,"Pantrap, yellow","yellow",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701010","Syrphidae","Toxomerus","occidentalis","F",NA,NA,"Pantrap, yellow","yellow",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701011","Andrenidae","Andrena","sola","F",NA,NA,"Pantrap, yellow","yellow",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701012","Halictidae","Halictus","rubicundus","F",NA,NA,"Pantrap, yellow","yellow",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701013","Apidae","Ceratina","acantha","M",NA,NA,"Pantrap, yellow","yellow",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701014","Andrenidae","Andrena","prunorum","F",NA,NA,"Pantrap, yellow","yellow",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701015","Halictidae","Lasioglossum","pacificum","F",NA,NA,"Pantrap, yellow","yellow",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701016","Halictidae","Lasioglossum","nevadense","F",NA,NA,"Pantrap, yellow","yellow",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701017","Halictidae","Agapostemon","texanus","F",NA,NA,"Pantrap, yellow","yellow",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701018","Apidae","Ceratina","acantha","F",NA,NA,"Pantrap, yellow","yellow",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701019","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, white","white",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701020","Halictidae","Lasioglossum","nevadense","F",NA,NA,"Pantrap, white","white",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701021","Halictidae","Lasioglossum","nevadense","F",NA,NA,"Pantrap, white","white",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701022","Conopidae","Myopa","sp. 2","F",NA,NA,"Pantrap, white","white",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701023","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, white","white",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701024","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, white","white",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701025","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, white","white",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701026","Andrenidae","Andrena","sola","F",NA,NA,"Pantrap, white","white",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701027","Andrenidae","Andrena","sola","F",NA,NA,"Pantrap, white","white",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701028","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, white","white",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701029","Apidae","Bombus","mixtus","F",NA,NA,"Pantrap, white","white",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701030","Andrenidae","Andrena","nigrocaerulea","F",NA,NA,"Pantrap, white","white",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701031","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, white","white",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701032","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, white","white",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701033","Andrenidae","Andrena","nigrocaerulea","F",NA,NA,"Pantrap, white","white",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701034","Halictidae","Lasioglossum","sp. 1","F",NA,NA,"Pantrap, white","white",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
"BBSL701035","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, white","white",7,18,"Apr",2005,"2:54:21 PM","Highrock (Cairn) Park, Esquimalt","HC","Garry Oak",48.435778,-123.406917,"specimen","SFU","Elle","GO_PT_2005"
